id,level,component_type,csiCode,description,tree_path
0916acda-d385-45e0-9771-8b4921fd4384,3,"            Smart Thermostats",23 81 30.16,Connected Thermostat Systems,HVAC Systems > Decentralized HVAC Equipment > Smart Building Integration Systems > Smart Thermostats
f5f15013-f094-4ee0-8435-70d145807388,2,"        Variable Refrigerant Flow Systems",23 81 29,VRF/VRV Systems,HVAC Systems > Decentralized HVAC Equipment > Variable Refrigerant Flow Systems
57db84de-a302-4c48-afe5-6c1595a303b1,3,"            VRF Branch Selectors",23 81 29.23,VRF Branch Circuit Controllers,HVAC Systems > Decentralized HVAC Equipment > Variable Refrigerant Flow Systems > VRF Branch Selectors
c9bec5f4-0573-472d-aad1-9ddfcae7f729,3,"            VRF Control Systems",23 81 29.29,VRF Control Components,HVAC Systems > Decentralized HVAC Equipment > Variable Refrigerant Flow Systems > VRF Control Systems
2850576b-609b-4e28-82fc-f5ec1de6449a,3,"            VRF Heat Recovery Units",23 81 29.26,VRF Heat Recovery Components,HVAC Systems > Decentralized HVAC Equipment > Variable Refrigerant Flow Systems > VRF Heat Recovery Units
4a80002b-1eb1-457d-9a4d-4aa96d873248,3,"            VRF Indoor Units - Ducted",23 81 29.16,Ducted VRF Indoor Units,HVAC Systems > Decentralized HVAC Equipment > Variable Refrigerant Flow Systems > VRF Indoor Units - Ducted
40dcc588-efa0-4d9c-a28a-a81c042a18ce,3,"            VRF Indoor Units - Ductless",23 81 29.19,Ductless VRF Indoor Units,HVAC Systems > Decentralized HVAC Equipment > Variable Refrigerant Flow Systems > VRF Indoor Units - Ductless
6e8977c7-aa28-4436-9fa4-2e23e0d5d07e,3,"            VRF Outdoor Units",23 81 29.13,VRF Condensing Units,HVAC Systems > Decentralized HVAC Equipment > Variable Refrigerant Flow Systems > VRF Outdoor Units
174183bd-4857-40f0-8a58-b4765dc80652,1,"    Decentralized Unitary HVAC Equipment",23 81 00,Air Conditioner Units,HVAC Systems > Decentralized Unitary HVAC Equipment
8f0a3c4a-455a-4598-8294-0b49f76e5658,2,"        Air-Source Unitary Heat Pumps",23 81 43,Air-Source Unitary Heat Pumps,HVAC Systems > Decentralized Unitary HVAC Equipment > Air-Source Unitary Heat Pumps
9d09fa82-e372-4733-8c0a-141c5f5762b1,2,"        Computer-Room Air-Conditioners",23 81 23,Computer-Room Air-Conditioners,HVAC Systems > Decentralized Unitary HVAC Equipment > Computer-Room Air-Conditioners
b73a22a7-74e1-4f60-ada5-abb34bf9664f,3,"            Computer-Room Air-Conditioners, Ceiling Mounted Units",23 81 23.13,"Computer-Room Air-Conditioners, Ceiling Mounted Units","HVAC Systems > Decentralized Unitary HVAC Equipment > Computer-Room Air-Conditioners > Computer-Room Air-Conditioners, Ceiling Mounted Units"
8afb0b5f-68c8-4f64-ad28-f5763b75ffd8,3,"            Computer-Room Air-Conditioners, Console Units",23 81 23.14,"Computer-Room Air-Conditioners, Console Units","HVAC Systems > Decentralized Unitary HVAC Equipment > Computer-Room Air-Conditioners > Computer-Room Air-Conditioners, Console Units"
35ca80be-041d-4bd6-81bf-043128c45686,3,"            Computer-Room Air-Conditioners, Rack Mounted, Space-Cooling Units",23 81 23.16,"Computer-Room Air-Conditioners, Rack Mounted, Space-Cooling Units","HVAC Systems > Decentralized Unitary HVAC Equipment > Computer-Room Air-Conditioners > Computer-Room Air-Conditioners, Rack Mounted, Space-Cooling Units"
d34ea51d-245d-4de8-96c5-80f1ea65fd82,3,"            Computer-Room, Rack-Cooling Equipment",23 81 23.18,"Computer-Room, Rack-Cooling Equipment","HVAC Systems > Decentralized Unitary HVAC Equipment > Computer-Room Air-Conditioners > Computer-Room, Rack-Cooling Equipment"
97b69c06-2f48-4f7f-88e7-c95c68a820b9,3,"            Large-Capacity, Computer-Room Air-Conditioners, Floor-Mounted Units",23 81 23.12,"Large-Capacity, Computer-Room Air-Conditioners, Floor-Mounted Units","HVAC Systems > Decentralized Unitary HVAC Equipment > Computer-Room Air-Conditioners > Large-Capacity, Computer-Room Air-Conditioners, Floor-Mounted Units"
5cb7fc65-4352-45df-a6be-3e928233210b,3,"            Small-Capacity, Computer-Room Air-Conditioners, Floor Mounted Units",23 81 23.11,"Small-Capacity, Computer-Room Air-Conditioners, Floor Mounted Units","HVAC Systems > Decentralized Unitary HVAC Equipment > Computer-Room Air-Conditioners > Small-Capacity, Computer-Room Air-Conditioners, Floor Mounted Units"
c6e56586-96b0-479a-a3f7-676f1debce45,2,"        Ground-Source Unitary Heat Pumps",23 81 49,Ground-Source Unitary Heat Pumps,HVAC Systems > Decentralized Unitary HVAC Equipment > Ground-Source Unitary Heat Pumps
c66170da-bafe-43d0-b161-f98870e0f1af,2,"        Packaged Terminal Air Conditioners",23 81 13,Packaged Terminal Air Conditioners,HVAC Systems > Decentralized Unitary HVAC Equipment > Packaged Terminal Air Conditioners
66b5bca9-b55b-4870-be19-2032798ac44d,3,"             Packaged Terminal Air-Conditioners, Freestanding Units",23 81 13.12,"A self-contained air conditioning unit, commonly used in hotels and apartments, that mounts through an exterior wall to provide heating and cooling for individual rooms without requiring ductwork.","HVAC Systems > Decentralized Unitary HVAC Equipment > Packaged Terminal Air Conditioners >  Packaged Terminal Air-Conditioners, Freestanding Units"
ed562b35-ba57-4e9f-9319-1cd59b61d90a,2,"        Room Air Conditioners",23 81 16,Room Air Conditioners,HVAC Systems > Decentralized Unitary HVAC Equipment > Room Air Conditioners
cb6a6dfd-85af-4543-ad35-542074bac03c,2,"        Self-Contained Air Conditioners",23 81 19,Self-Contained Air Conditioners,HVAC Systems > Decentralized Unitary HVAC Equipment > Self-Contained Air Conditioners
1fd9f467-2e93-4ac7-987e-6689fa0a09a4,3,"            Large-Capacity Self-Contained Air-Conditioners",23 81 19.16,"A high-capacity, self-contained air conditioning unit exceeding 65,000 BTU/h, engineered for cooling larger spaces with integrated controls and requiring minimal external system connections.",HVAC Systems > Decentralized Unitary HVAC Equipment > Self-Contained Air Conditioners > Large-Capacity Self-Contained Air-Conditioners
b63f9ac5-8a07-4c9f-aa66-8f0f9326f5ff,3,"            Small-Capacity Self-Contained Air-Conditioners",23 81 19.13,"A compact, standalone air conditioning unit with cooling capacity typically under 65,000 BTU/h, designed for cooling small spaces and requiring minimal installation infrastructure.",HVAC Systems > Decentralized Unitary HVAC Equipment > Self-Contained Air Conditioners > Small-Capacity Self-Contained Air-Conditioners
997c6c01-cd27-4e2b-971c-7924cbd01df3,2,"        Split System Air Conditioners",23 81 26,Split System Conditioner,HVAC Systems > Decentralized Unitary HVAC Equipment > Split System Air Conditioners
c4088b25-a8ea-4ea5-9c2d-cfc283810720,3,"            Large-Capacity Split-System Air-Conditioners",23 81 26.16,"A split-system air conditioner with cooling capacity exceeding 65,000 BTU/h, featuring separate indoor and outdoor units connected by refrigerant lines, designed for larger commercial and industrial applications.",HVAC Systems > Decentralized Unitary HVAC Equipment > Split System Air Conditioners > Large-Capacity Split-System Air-Conditioners
cc54fa6e-5a9b-4e3b-8b32-4c1714ae6ec1,3,"            Small-Capacity Split-System Air-Conditioners",23 81 26.13,"A split-system air conditioner with cooling capacity under 65,000 BTU/h, consisting of separate indoor and outdoor units connected by refrigerant lines, designed for residential and light commercial applications.",HVAC Systems > Decentralized Unitary HVAC Equipment > Split System Air Conditioners > Small-Capacity Split-System Air-Conditioners
2636c0cf-d89a-4ff5-96fc-26d2dd7ca4a3,2,"        Water-Source Unitary Heat Pumps",23 81 46,Water-Source Unitary Heat Pumps,HVAC Systems > Decentralized Unitary HVAC Equipment > Water-Source Unitary Heat Pumps
87acba3b-eac5-424f-9bf8-7c6798de4583,3,"            Horizontal Water-Source Unitary Heat Pumps",23 81 46.13,"A horizontal heat pump unit that uses water as its heat source/sink, designed to be mounted horizontally and transfer heat between a building's water loop and conditioned space.",HVAC Systems > Decentralized Unitary HVAC Equipment > Water-Source Unitary Heat Pumps > Horizontal Water-Source Unitary Heat Pumps
fa6b06a2-799f-46aa-b40a-80d6a51c4ee4,3,"            Vertical Stack Water-Source Unitary Heat Pumps",23 81 46.19,"A vertically-stacked water-source heat pump unit designed for multi-story buildings, featuring a compact footprint and individual temperature control while sharing a common building water loop for heat transfer.",HVAC Systems > Decentralized Unitary HVAC Equipment > Water-Source Unitary Heat Pumps > Vertical Stack Water-Source Unitary Heat Pumps
08962008-cfb3-4b3e-a0cc-f0a3d89c7681,3,"            Vertical Water-Source Unitary Heat Pumps",23 81 46.16,"A vertical heat pump unit that uses water as its heat source/sink, designed to be mounted vertically and transfer heat between a building's water loop and conditioned space.",HVAC Systems > Decentralized Unitary HVAC Equipment > Water-Source Unitary Heat Pumps > Vertical Water-Source Unitary Heat Pumps
b75f16c0-0621-4c40-8a79-fd2a81b3caa4,1,"    Energy Storage Equipment",23 85 00,Thermal Storage Systems,HVAC Systems > Energy Storage Equipment
65f2c75e-9d10-4ec6-a66d-1c464853e044,2,"        Chilled Water Storage Systems",23 85 16,Water-Based Storage,HVAC Systems > Energy Storage Equipment > Chilled Water Storage Systems
5b317d84-932a-4682-b10b-03f8906f78e0,2,"        Ice Storage Systems",23 85 13,Ice-Based Storage,HVAC Systems > Energy Storage Equipment > Ice Storage Systems
99d69f1a-9267-4d67-9d14-8dabb9af5c51,2,"        Phase Change Material Storage",23 85 19,PCM Storage Systems,HVAC Systems > Energy Storage Equipment > Phase Change Material Storage
b45d03e4-4376-4617-91ea-037a7249b0d6,1,"    Facility Underground Fuel-Oil Storage Tanks",23 13 13,Facility Underground Fuel-Oil Storage Tanks,HVAC Systems > Facility Underground Fuel-Oil Storage Tanks
dbb66217-3a12-415b-a997-f8422b942af0,1,"    Heat Exchangers for HVAC",23 57 00,Heat Exchangers for HVAC,HVAC Systems > Heat Exchangers for HVAC
b690ef42-3beb-4b3a-9c0d-3524fc1c5fff,2,"        Direct Geoexchange Heat Exchangers",23 57 33,Used for geothermal applications,HVAC Systems > Heat Exchangers for HVAC > Direct Geoexchange Heat Exchangers
98c994d4-6fdb-4682-baa6-39afe9ac2c66,2,"        Liquid-to-Liquid Heat Exchangers",23 57 19,Liquid-to-Liquid Heat Exchangers,HVAC Systems > Heat Exchangers for HVAC > Liquid-to-Liquid Heat Exchangers
cdb17b3f-5a0d-47b3-83c9-73770fca8777,3,"            Plate-Type, Liquid-to-Liquid Heat Exchangers",23 57 19.13,"Plate-Type, Liquid-to-Liquid Heat Exchangers","HVAC Systems > Heat Exchangers for HVAC > Liquid-to-Liquid Heat Exchangers > Plate-Type, Liquid-to-Liquid Heat Exchangers"
39c1bca5-e94f-4f2b-b3f7-7d0dcb6d922a,3,"            Shell-Type, Liquid-to-Liquid Heat Exchangers",23 57 19.16,"Shell-Type, Liquid-to-Liquid Heat Exchangers","HVAC Systems > Heat Exchangers for HVAC > Liquid-to-Liquid Heat Exchangers > Shell-Type, Liquid-to-Liquid Heat Exchangers"
4e189047-ee6f-4bb8-833e-22cea24bc441,2,"        Steam-To-Steam Heat Exchangers",23 57 13,"A Steam-to-Steam Heat Exchanger is a specialized thermal transfer device designed to exchange heat between two separate steam streams without direct contact. ",HVAC Systems > Heat Exchangers for HVAC > Steam-To-Steam Heat Exchangers
a68e7293-aa43-4f6d-86e8-858e55db5a5f,2,"        Steam-To-Water Heat Exchangers",23 57 16,Used to transfer temperature for steam to water applications,HVAC Systems > Heat Exchangers for HVAC > Steam-To-Water Heat Exchangers
60b323a2-cc25-421d-822f-c3bc9a601b18,1,"    Heating Boilers",23 52 00,Heating Boilers,HVAC Systems > Heating Boilers
5b41455b-a698-4ddf-adee-43a782764f65,2,"        Cast-Iron Boilers",23 52 23,"Cast-iron boilers are traditional heating systems known for their durability, long service life, and excellent heat retention, utilizing heavy-duty cast-iron heat exchangers to provide reliable and consistent thermal energy for residential and commercial applications.",HVAC Systems > Heating Boilers > Cast-Iron Boilers
a8f2e2f0-870a-494f-86ad-900740254871,2,"        Condensing Boilers",23 52 16,Condensing Boilers,HVAC Systems > Heating Boilers > Condensing Boilers
dda067ed-3f83-48dc-8e5b-714737a82c37,3,"            Aluminum Condensing Boilers",23 52 16.16,"Aluminum condensing boilers are high-efficiency heating systems that utilize aluminum heat exchangers to maximize thermal transfer and extract additional heat from exhaust gases, offering improved energy efficiency and reduced operational costs.",HVAC Systems > Heating Boilers > Condensing Boilers > Aluminum Condensing Boilers
4c9f2a2c-11c7-4c0c-9563-5b6dd670e0a3,3,"            Stainless-Steel Condensing Boilers",23 52 16.13,"Stainless-steel condensing boilers are high-efficiency heating systems that use stainless steel heat exchangers to extract additional heat from exhaust gases, reducing energy consumption and providing improved thermal performance compared to traditional boilers.",HVAC Systems > Heating Boilers > Condensing Boilers > Stainless-Steel Condensing Boilers
cf90873b-90fc-487c-a307-1ccb20bc8688,2,"        Electric Boilers",23 52 13,Electric Boilers,HVAC Systems > Heating Boilers > Electric Boilers
47e27221-a552-4e28-a1e8-7c8081b58e48,2,"        Fire-Tube Boilers",23 52 39,Fire-Tube Boilers,HVAC Systems > Heating Boilers > Fire-Tube Boilers
3266d590-c8b0-4cdc-a5d1-114e6baaddcc,3,"            Scotch Marine Boilers",23 52 39.13,"Scotch marine boilers are horizontal, fire-tube boilers with a cylindrical shell design, commonly used in maritime and industrial applications, featuring efficient heat transfer and robust construction for reliable steam generation.",HVAC Systems > Heating Boilers > Fire-Tube Boilers > Scotch Marine Boilers
380204a1-8056-4e05-bf79-f9a8cb3b64a8,2,"        Low Mass Boilers",23 52 17,"Low mass boilers are compact, lightweight heating systems designed for rapid heat-up and energy efficiency, typically featuring smaller water content and quick response times compared to traditional boilers, making them ideal for applications with variable heating demands.",HVAC Systems > Heating Boilers > Low Mass Boilers
707510ae-9c98-428f-88c8-6e737b929368,2,"         Pulse Combustion Boilers",23 52 19,"Pulse combustion boilers are innovative heating systems that use rapid, cyclical combustion pulses to generate heat, providing highly efficient and precise thermal energy transfer with reduced fuel consumption and lower emissions compared to traditional boiler technologies.",HVAC Systems > Heating Boilers >  Pulse Combustion Boilers
cb9b91de-3003-4c48-a9c1-5e481fb4f3b8,2,"        Water-Tube Boilers",23 52 33,"Water-tube boilers are advanced heating systems where water circulates inside tube networks while hot combustion gases flow externally, enabling high-pressure steam generation with superior thermal efficiency and heat transfer capabilities, commonly used in industrial and power generation applications.",HVAC Systems > Heating Boilers > Water-Tube Boilers
19fb4149-eb0c-429e-a067-137755394564,3,"            Finned Water-Tube Boilers",23 52 33.13,"Finned water-tube boilers are advanced heating systems with extended surface area heat exchangers, featuring water tubes with attached fins to enhance thermal efficiency and heat transfer, typically used in industrial and high-performance heating applications.",HVAC Systems > Heating Boilers > Water-Tube Boilers > Finned Water-Tube Boilers
be40a8aa-25a2-44ae-993b-c76989898eb4,3,"            Steel Water-Tube Boilers",23 52 33.16,"Steel water-tube boilers are robust heating systems utilizing steel tube networks for water circulation and heat transfer, designed for high-pressure steam generation in industrial, power generation, and heavy-duty mechanical applications.",HVAC Systems > Heating Boilers > Water-Tube Boilers > Steel Water-Tube Boilers
6400b95e-a4b1-4b09-8fbe-3e200389a58b,1,"    Humidity Control Equipment",23 84 00,Humidity Management Systems,HVAC Systems > Humidity Control Equipment
c277ac7c-ca6a-4eec-9ba7-5ba6ef144aa3,2,"        Dehumidifiers",23 84 16,Dehumidification Systems,HVAC Systems > Humidity Control Equipment > Dehumidifiers
397e3afc-a11b-4392-9595-e905dd89e07a,3,"            Desiccant Dehumidifier",23 84 16.16,Desiccant Dehumidification,HVAC Systems > Humidity Control Equipment > Dehumidifiers > Desiccant Dehumidifier
4a2d739c-0585-4181-8f5f-7a3dc7dc7261,3,"            Mechanical Dehumidification Units",23 84 16,"Mechanical dehumidification units remove moisture from the air by drawing it across cold evaporator coils where water vapor condenses and drains away, using a refrigeration cycle similar to air conditioning systems. These units are commonly used in commercial and industrial settings where consistent humidity control is required.",HVAC Systems > Humidity Control Equipment > Dehumidifiers > Mechanical Dehumidification Units
395a6958-e352-45c5-a7a6-9e513191ce3b,4,"                Indoor, Mechanical Dehumidification Units",23 84 16.16,"Indoor mechanical dehumidification units use refrigeration technology to remove excess moisture from indoor air through condensation, typically installed as permanent fixtures within climate-controlled spaces. These systems are commonly used in basements, indoor pools, and other interior environments where moisture control is critical.","HVAC Systems > Humidity Control Equipment > Dehumidifiers > Mechanical Dehumidification Units > Indoor, Mechanical Dehumidification Units"
f9b0bdf5-9134-4c12-95a8-7fac83adf920,3,"            Refrigerant Dehumidifiers",23 84 16.13,DX Dehumidification,HVAC Systems > Humidity Control Equipment > Dehumidifiers > Refrigerant Dehumidifiers
83d0c691-a32c-47fa-8ba9-311bb3cc653e,2,"        Humidifiers",23 84 13,Humidification Systems,HVAC Systems > Humidity Control Equipment > Humidifiers
abdf2bee-eec0-45ae-9c15-e278b658e2a7,3,"            Atomizing Humidifiers",23 84 13.19,"Atomizing humidifiers use a high-frequency vibrating plate or ultrasonic technology to break water into a fine mist, dispersing microscopic water droplets into the air to increase humidity levels. These units typically operate quietly and can provide efficient humidification for residential and commercial spaces.",HVAC Systems > Humidity Control Equipment > Humidifiers > Atomizing Humidifiers
547c2079-375f-4153-9b55-c21b350928af,3,"            Heated-Pan Humidifiers",23 84 13.13,"Heated-pan humidifiers use an electric heating element to heat water in a pan or reservoir, generating steam that is distributed into the air to increase humidity levels. These units are commonly integrated into HVAC systems or operate as standalone devices, offering reliable humidity control for various indoor environments.",HVAC Systems > Humidity Control Equipment > Humidifiers > Heated-Pan Humidifiers
a1ac776b-8600-48e1-ade0-3536a0855698,3,"             Jacketed, Steam Humidifiers",23 84 13.26,"Jacketed steam humidifiers use heat exchangers or jackets filled with pressurized steam to convert water into vapor, providing precise humidity control while maintaining separation between the primary steam source and discharged moisture. These systems are commonly used in industrial and commercial applications where clean steam output is required.","HVAC Systems > Humidity Control Equipment > Humidifiers >  Jacketed, Steam Humidifiers"
f34e4248-1329-4755-8bb4-d9fe136587bf,3,"            Portable Humidifiers",23 84 13.33,"Portable humidifiers are self-contained units designed for easy mobility between spaces, using various humidification methods to add moisture to localized areas. These compact devices are typically used in residential settings or small offices where permanent installation isn't needed or desired.",HVAC Systems > Humidity Control Equipment > Humidifiers > Portable Humidifiers
e08c3ca6-92d6-4ad5-afbe-833f765251ac,3,"            Self-Contained Steam Humidifiers",23 84 13.29,"Self-contained steam humidifiers incorporate their own heating elements to generate steam directly from a water supply, offering independent humidity control without requiring an external steam source. These units are versatile for both commercial and industrial applications where a dedicated steam supply isn't available or desired.",HVAC Systems > Humidity Control Equipment > Humidifiers > Self-Contained Steam Humidifiers
d68383f0-5889-4ed0-99eb-8a5831be09d7,3,"            Steam Injection Humidifiers",23 84 13.13,Steam Injection Systems,HVAC Systems > Humidity Control Equipment > Humidifiers > Steam Injection Humidifiers
7694cd46-792a-4058-8804-39b820a37c1d,3,"            Ultrasonic Humidifiers",23 84 13.16,Ultrasonic Humidification,HVAC Systems > Humidity Control Equipment > Humidifiers > Ultrasonic Humidifiers
cd1a5c14-fba1-4e2e-a5ab-6946d4519cd7,1,"    HVAC Air Cleaning Devices",23 40 00,Air Filtration and Cleaning Systems,HVAC Systems > HVAC Air Cleaning Devices
b52c4420-9ce7-42b0-b70b-518a0f27df36,2,"        Advanced Air Treatment Systems",23 44 00,Advanced Air Treatment,HVAC Systems > HVAC Air Cleaning Devices > Advanced Air Treatment Systems
b973541b-525a-4aaf-aa12-f2b2c7446518,3,"            Bipolar Ionization Systems",23 44 16,BPI Air Treatment,HVAC Systems > HVAC Air Cleaning Devices > Advanced Air Treatment Systems > Bipolar Ionization Systems
0892d7fe-4226-44e5-a1ea-792744bf63ab,3,"            Photocatalytic Oxidation Systems",23 44 13,PCO Air Treatment,HVAC Systems > HVAC Air Cleaning Devices > Advanced Air Treatment Systems > Photocatalytic Oxidation Systems
a6f55eae-7493-4235-926d-820270ae97e9,2,"        Electronic Air Cleaners",23 43 00,Electronic Air Cleaning Systems,HVAC Systems > HVAC Air Cleaning Devices > Electronic Air Cleaners
e4c82296-a62a-4550-ae26-815b826d9826,3,"            Electronic Air Ionizers",23 43 13,Air Ionization Systems,HVAC Systems > HVAC Air Cleaning Devices > Electronic Air Cleaners > Electronic Air Ionizers
137817ff-f8d3-4424-99cc-bc0a7a6a6151,3,"            UV-C Air Treatment Systems",23 43 16,UV Air Treatment Systems,HVAC Systems > HVAC Air Cleaning Devices > Electronic Air Cleaners > UV-C Air Treatment Systems
f499f15e-59b4-445d-89b6-58d3111fd3bc,2,"        Gas-Phase Air Filtration",23 42 00,Gas-Phase Filtration Systems,HVAC Systems > HVAC Air Cleaning Devices > Gas-Phase Air Filtration
577d85cc-16f6-4490-9ffd-4e3d49a63228,3,"            Carbon Filters",23 42 13,Carbon Filtration Systems,HVAC Systems > HVAC Air Cleaning Devices > Gas-Phase Air Filtration > Carbon Filters
65f4637d-e891-4ec0-8630-aad7adc80945,3,"            Chemical Filters",23 42 16,Chemical Filtration Systems,HVAC Systems > HVAC Air Cleaning Devices > Gas-Phase Air Filtration > Chemical Filters
c19e260d-6fe9-40eb-8afe-672d44735c4c,2,"        Particulate Air Filtration",23 41 00,Particulate Filtration Systems,HVAC Systems > HVAC Air Cleaning Devices > Particulate Air Filtration
b204acac-411f-4b73-bcbe-519a1dfaa1a0,3,"            Bag Air Filters",23 41 16,Bag Filter Systems,HVAC Systems > HVAC Air Cleaning Devices > Particulate Air Filtration > Bag Air Filters
3ac1713e-bef1-439a-b462-b75517bb82f4,3,"            HEPA Air Filters",23 41 19,HEPA Filtration Systems,HVAC Systems > HVAC Air Cleaning Devices > Particulate Air Filtration > HEPA Air Filters
d0b94d5b-e9e9-4eb0-88ba-f9537f5143bf,3,"            Panel Air Filters",23 41 13,Panel Filter Systems,HVAC Systems > HVAC Air Cleaning Devices > Particulate Air Filtration > Panel Air Filters
2ebeaa43-cd12-432e-86c6-92f04701bd68,1,"    Hydronic Piping and Pumps",23 21 00,Hydronic Distribution Systems,HVAC Systems > Hydronic Piping and Pumps
cc5b56fc-44c3-44b0-900e-1d2194d4a15f,2,"        Automatic Condensate Pump Units",23 21 29,Automatic Condensate Pump Units,HVAC Systems > Hydronic Piping and Pumps > Automatic Condensate Pump Units
200b1e51-3d8c-493f-8b95-b3c32d46ed15,2,"        HVAC Water Treatment",23 25 00,"HVAC water treatment is a critical process involving chemical and mechanical methods to prevent corrosion, scale buildup, and microbial growth in cooling towers, boilers, and hydronic systems. These treatment strategies maintain system efficiency, protect equipment integrity, and ensure optimal heat transfer by managing water quality through filtration, chemical additives, and ongoing monitoring.",HVAC Systems > Hydronic Piping and Pumps > HVAC Water Treatment
7cacd5aa-b417-46d0-a01e-02af8bdd3d7b,3,"             Electronic Water Conditioning for HVAC Systems",23 25 26,"Electronic water conditioning for HVAC systems is a non-chemical water treatment technology that uses electromagnetic or electrostatic fields to alter mineral scale formation and prevent buildup in pipes and heat exchangers. This method provides an alternative to traditional chemical treatments, reducing scale, corrosion, and potential microbial growth while improving system efficiency and equipment longevity.",HVAC Systems > Hydronic Piping and Pumps > HVAC Water Treatment >  Electronic Water Conditioning for HVAC Systems
9d50371f-51d8-4019-b32d-4ffe780d6963,3,"            HVAC Makeup-Water Filtration Equipment",23 25 33,"HVAC makeup-water filtration equipment removes impurities, sediment, and contaminants from water used to replenish closed-loop heating and cooling systems. These filtration systems help prevent equipment damage, improve system efficiency, and maintain water quality by filtering out particles, minerals, and potential biological contaminants before introducing makeup water into HVAC systems.",HVAC Systems > Hydronic Piping and Pumps > HVAC Water Treatment > HVAC Makeup-Water Filtration Equipment
b60362bd-1d7d-4b1a-8bb7-0139a966bcf5,2,"        Hydronic Piping Specialties ",23 21 16,"Hydronic Piping Specialties ","HVAC Systems > Hydronic Piping and Pumps > Hydronic Piping Specialties "
bf2d73e0-a13f-421a-b9d5-6c6c52a59ba9,2,"        Hydronic Pumps",23 21 23,Hydronic Pumps,HVAC Systems > Hydronic Piping and Pumps > Hydronic Pumps
0bc576ac-02a8-4930-941f-9a291dbf0c65,3,"            Base-Mounted, Centrifugal Hydronic Pumps",23 21 23.16,"Base-Mounted, Centrifugal Hydronic Pumps","HVAC Systems > Hydronic Piping and Pumps > Hydronic Pumps > Base-Mounted, Centrifugal Hydronic Pumps"
d3ae6a49-ca2b-47a8-ace8-353607db579f,3,"            In-Line Centrifugal Hydronic Pumps",23 21 23.13,In-Line Centrifugal Hydronic Pumps,HVAC Systems > Hydronic Piping and Pumps > Hydronic Pumps > In-Line Centrifugal Hydronic Pumps
b7be6ee2-b47b-4a8c-b29e-60bf2bb7beba,3,"            Vertical-Mounted, Double-Suction Centrifugal Hydronic Pumps",23 21 23.19,"Vertical-Mounted, Double-Suction Centrifugal Hydronic Pumps","HVAC Systems > Hydronic Piping and Pumps > Hydronic Pumps > Vertical-Mounted, Double-Suction Centrifugal Hydronic Pumps"
55ab2c5d-d3d2-45fc-b71d-56a17e11b637,3,"            Vertical-Turbine Hydronic Pumps",23 21 23.23,Vertical-Turbine Hydronic Pumps,HVAC Systems > Hydronic Piping and Pumps > Hydronic Pumps > Vertical-Turbine Hydronic Pumps
457b1fdc-2e25-416b-bae4-8dd3296b76ce,2,"        Steam Condensate Pumps",23 22 23,"Steam condensate pumps are specialized mechanical devices designed to collect, transfer, and return condensed steam (condensate) from heating systems back to boilers for reheating and reuse. These pumps help improve system efficiency by recovering heat and water, preventing energy waste in steam distribution networks.",HVAC Systems > Hydronic Piping and Pumps > Steam Condensate Pumps
e2c6a92a-d155-49c2-9344-099111825947,1,"    Indoor Central-Station Air-Handling Units",23 73 00,Indoor Central-Station Air-Handling Units,HVAC Systems > Indoor Central-Station Air-Handling Units
5b538db4-5461-4e9f-84b3-e88eaa53d907,2,"        Custom Indoor Central-Station Air-Handling Units",23 73 14,"Custom indoor central-station air-handling units are complex HVAC systems designed to regulate and distribute conditioned air throughout a building, featuring modular configurations with components like filters, heating/cooling coils, fans, and air mixing chambers to provide precise temperature, humidity, and air quality control.",HVAC Systems > Indoor Central-Station Air-Handling Units > Custom Indoor Central-Station Air-Handling Units
56868738-7ef3-4341-9db1-897acc8cd62b,2,"        Factory-Fabricated Air-Handling Units",23 73 15,Factory-Fabricated Air-Handling Units,HVAC Systems > Indoor Central-Station Air-Handling Units > Factory-Fabricated Air-Handling Units
f945913d-349a-4962-8f65-2e29e6864ecf,2,"        Indoor Central AHUs Modular",23 73 13,Indoor Central AHUs Modular,HVAC Systems > Indoor Central-Station Air-Handling Units > Indoor Central AHUs Modular
5709e575-3973-4c17-9dd1-6fc5767dd0d9,1,"    Packaged Outdoor HVAC Equipment",23 74 00,Packaged Outdoor HVAC Equipment,HVAC Systems > Packaged Outdoor HVAC Equipment
d19f3f23-ff8d-4796-8707-88d0507ffc8f,2,"        Dedicated Outdoor-Air Units",23 74 33,Dedicated Outdoor-Air Units,HVAC Systems > Packaged Outdoor HVAC Equipment > Dedicated Outdoor-Air Units
3529bc33-825b-4057-979c-2c06cf21a8ea,2,"        Packaged Outdoor Central Station AHUs",23 74 15,Packaged Outdoor Central Station AHUs,HVAC Systems > Packaged Outdoor HVAC Equipment > Packaged Outdoor Central Station AHUs
4bc17faf-7c15-41f7-86b0-76e2f7c5c64d,2,"        Packaged, Outdoor, Heating-Only Makeup-Air Units",23 74 23,"Packaged, Outdoor, Heating-Only Makeup-Air Units","HVAC Systems > Packaged Outdoor HVAC Equipment > Packaged, Outdoor, Heating-Only Makeup-Air Units"
